zip_code,country,nuts1,nuts2,nuts3,numnuts,nuts_code
41143,SE,,,,,SE0A
41181,SE,,,,,SE0A
41190,SE,,,,,SE0A
41200,SE,,,,,SE0A
41220,SE,,,,,SE0A
41221,SE,,,,,SE0A
41250,SE,,,,,SE0A
41251,SE,,,,,SE0A
41252,SE,,,,,SE0A
41253,SE,,,,,SE0A
41254,SE,,,,,SE0A
41255,SE,,,,,SE0A
41256,SE,,,,,SE0A
41257,SE,,,,,SE0A
41258,SE,,,,,SE0A
41259,SE,,,,,SE0A
41260,SE,,,,,SE0A
41261,SE,,,,,SE0A
41262,SE,,,,,SE0A
41263,SE,,,,,SE0A
41264,SE,,,,,SE0A
41265,SE,,,,,SE0A
41266,SE,,,,,SE0A
41267,SE,,,,,SE0A
41268,SE,,,,,SE0A
41269,SE,,,,,SE0A
41270,SE,,,,,SE0A
41271,SE,,,,,SE0A
41272,SE,,,,,SE0A
41273,SE,,,,,SE0A
41274,SE,,,,,SE0A
41275,SE,,,,,SE0A
41276,SE,,,,,SE0A
41279,SE,,,,,SE0A
41280,SE,,,,,SE0A
41281,SE,,,,,SE0A
41282,SE,,,,,SE0A
41285,SE,,,,,SE0A
41286,SE,,,,,SE0A
41288,SE,,,,,SE0A
41289,SE,,,,,SE0A
41290,SE,,,,,SE0A
41292,SE,,,,,SE0A
41293,SE,,,,,SE0A
41294,SE,,,,,SE0A
41295,SE,,,,,SE0A
41296,SE,,,,,SE0A
41297,SE,,,,,SE0A
41300,SE,,,,,SE0A
41301,SE,,,,,SE0A
41302,SE,,,,,SE0A
41303,SE,,,,,SE0A
41304,SE,,,,,SE0A
41305,SE,,,,,SE0A
41306,SE,,,,,SE0A
41307,SE,,,,,SE0A
41308,SE,,,,,SE0A
41309,SE,,,,,SE0A
41310,SE,,,,,SE0A
41311,SE,,,,,SE0A
41312,SE,,,,,SE0A
41313,SE,,,,,SE0A
41314,SE,,,,,SE0A
41315,SE,,,,,SE0A
41316,SE,,,,,SE0A
41317,SE,,,,,SE0A
41318,SE,,,,,SE0A
41319,SE,,,,,SE0A
41320,SE,,,,,SE0A
41321,SE,,,,,SE0A
41322,SE,,,,,SE0A
41323,SE,,,,,SE0A
41324,SE,,,,,SE0A
41325,SE,,,,,SE0A
41326,SE,,,,,SE0A
41327,SE,,,,,SE0A
41328,SE,,,,,SE0A
41345,SE,,,,,SE0A
41346,SE,,,,,SE0A
41380,SE,,,,,SE0A
41382,SE,,,,,SE0A
41385,SE,,,,,SE0A
41390,SE,,,,,SE0A
41400,SE,,,,,SE0A
41420,SE,,,,,SE0A
41451,SE,,,,,SE0A
41452,SE,,,,,SE0A
41453,SE,,,,,SE0A
41454,SE,,,,,SE0A
41455,SE,,,,,SE0A
41456,SE,,,,,SE0A
41457,SE,,,,,SE0A
41458,SE,,,,,SE0A
41459,SE,,,,,SE0A
41460,SE,,,,,SE0A
41461,SE,,,,,SE0A
41462,SE,,,,,SE0A
41463,SE,,,,,SE0A
41464,SE,,,,,SE0A
41465,SE,,,,,SE0A
41466,SE,,,,,SE0A
41467,SE,,,,,SE0A
41468,SE,,,,,SE0A
41469,SE,,,,,SE0A
41470,SE,,,,,SE0A
41471,SE,,,,,SE0A
41472,SE,,,,,SE0A
41473,SE,,,,,SE0A
41474,SE,,,,,SE0A
41475,SE,,,,,SE0A
41476,SE,,,,,SE0A
41477,SE,,,,,SE0A
41478,SE,,,,,SE0A
41479,SE,,,,,SE0A
41480,SE,,,,,SE0A
41481,SE,,,,,SE0A
41482,SE,,,,,SE0A
41483,SE,,,,,SE0A
41500,SE,,,,,SE0A
41501,SE,,,,,SE0A
41502,SE,,,,,SE0A
41503,SE,,,,,SE0A
41504,SE,,,,,SE0A
41505,SE,,,,,SE0A
41506,SE,,,,,SE0A
41507,SE,,,,,SE0A
41508,SE,,,,,SE0A
40700,SE,,,,,SE0A
40800,SE,,,,,SE0A
40801,SE,,,,,SE0A
40802,SE,,,,,SE0A
40803,SE,,,,,SE0A
40804,SE,,,,,SE0A
40805,SE,,,,,SE0A
40806,SE,,,,,SE0A
40807,SE,,,,,SE0A
40808,SE,,,,,SE0A
40809,SE,,,,,SE0A
40810,SE,,,,,SE0A
40811,SE,,,,,SE0A
40812,SE,,,,,SE0A
40813,SE,,,,,SE0A
40814,SE,,,,,SE0A
40815,SE,,,,,SE0A
40816,SE,,,,,SE0A
40817,SE,,,,,SE0A
40818,SE,,,,,SE0A
40819,SE,,,,,SE0A
40820,SE,,,,,SE0A
40821,SE,,,,,SE0A
40822,SE,,,,,SE0A
40823,SE,,,,,SE0A
40824,SE,,,,,SE0A
40825,SE,,,,,SE0A
40826,SE,,,,,SE0A
40827,SE,,,,,SE0A
40828,SE,,,,,SE0A
40829,SE,,,,,SE0A
40830,SE,,,,,SE0A
40831,SE,,,,,SE0A
40832,SE,,,,,SE0A
40833,SE,,,,,SE0A
40834,SE,,,,,SE0A
40835,SE,,,,,SE0A
40836,SE,,,,,SE0A
40837,SE,,,,,SE0A
40838,SE,,,,,SE0A
40839,SE,,,,,SE0A
40840,SE,,,,,SE0A
40841,SE,,,,,SE0A
40842,SE,,,,,SE0A
40843,SE,,,,,SE0A
40844,SE,,,,,SE0A
40845,SE,,,,,SE0A
40846,SE,,,,,SE0A
40847,SE,,,,,SE0A
40848,SE,,,,,SE0A
40849,SE,,,,,SE0A
40850,SE,,,,,SE0A
40851,SE,,,,,SE0A
40852,SE,,,,,SE0A
40853,SE,,,,,SE0A
40854,SE,,,,,SE0A
40855,SE,,,,,SE0A
40856,SE,,,,,SE0A
40857,SE,,,,,SE0A
40858,SE,,,,,SE0A
40859,SE,,,,,SE0A
40860,SE,,,,,SE0A
40861,SE,,,,,SE0A
40862,SE,,,,,SE0A
40863,SE,,,,,SE0A
40864,SE,,,,,SE0A
40865,SE,,,,,SE0A
40866,SE,,,,,SE0A
40867,SE,,,,,SE0A
40868,SE,,,,,SE0A
40869,SE,,,,,SE0A
40870,SE,,,,,SE0A
40871,SE,,,,,SE0A
40872,SE,,,,,SE0A
40873,SE,,,,,SE0A
40874,SE,,,,,SE0A
40875,SE,,,,,SE0A
40876,SE,,,,,SE0A
40877,SE,,,,,SE0A
40878,SE,,,,,SE0A
40879,SE,,,,,SE0A
40880,SE,,,,,SE0A
40881,SE,,,,,SE0A
40882,SE,,,,,SE0A
40883,SE,,,,,SE0A
40884,SE,,,,,SE0A
40885,SE,,,,,SE0A
40886,SE,,,,,SE0A
40887,SE,,,,,SE0A
40888,SE,,,,,SE0A
40889,SE,,,,,SE0A
40890,SE,,,,,SE0A
40891,SE,,,,,SE0A
40892,SE,,,,,SE0A
40893,SE,,,,,SE0A
40894,SE,,,,,SE0A
40895,SE,,,,,SE0A
40896,SE,,,,,SE0A
40897,SE,,,,,SE0A
40898,SE,,,,,SE0A
40899,SE,,,,,SE0A
40900,SE,,,,,SE0A
40901,SE,,,,,SE0A
40902,SE,,,,,SE0A
40903,SE,,,,,SE0A
40904,SE,,,,,SE0A
40905,SE,,,,,SE0A
40906,SE,,,,,SE0A
40907,SE,,,,,SE0A
40908,SE,,,,,SE0A
40909,SE,,,,,SE0A
40910,SE,,,,,SE0A
40911,SE,,,,,SE0A
40912,SE,,,,,SE0A
40913,SE,,,,,SE0A
40914,SE,,,,,SE0A
40915,SE,,,,,SE0A
40916,SE,,,,,SE0A
40917,SE,,,,,SE0A
40918,SE,,,,,SE0A
40919,SE,,,,,SE0A
40920,SE,,,,,SE0A
40921,SE,,,,,SE0A
40922,SE,,,,,SE0A
40923,SE,,,,,SE0A
40924,SE,,,,,SE0A
40925,SE,,,,,SE0A
40926,SE,,,,,SE0A
40927,SE,,,,,SE0A
40928,SE,,,,,SE0A
40929,SE,,,,,SE0A
40930,SE,,,,,SE0A
40931,SE,,,,,SE0A
40932,SE,,,,,SE0A
40933,SE,,,,,SE0A
40934,SE,,,,,SE0A
40935,SE,,,,,SE0A
40936,SE,,,,,SE0A
40937,SE,,,,,SE0A
40938,SE,,,,,SE0A
40939,SE,,,,,SE0A
40940,SE,,,,,SE0A
40941,SE,,,,,SE0A
40942,SE,,,,,SE0A
40943,SE,,,,,SE0A
40944,SE,,,,,SE0A
40945,SE,,,,,SE0A
40946,SE,,,,,SE0A
40947,SE,,,,,SE0A
40948,SE,,,,,SE0A
40949,SE,,,,,SE0A
40950,SE,,,,,SE0A
40951,SE,,,,,SE0A
40952,SE,,,,,SE0A
40953,SE,,,,,SE0A
40954,SE,,,,,SE0A
40955,SE,,,,,SE0A
40956,SE,,,,,SE0A
40957,SE,,,,,SE0A
40958,SE,,,,,SE0A
40959,SE,,,,,SE0A
40960,SE,,,,,SE0A
40961,SE,,,,,SE0A
40962,SE,,,,,SE0A
40963,SE,,,,,SE0A
40964,SE,,,,,SE0A
40965,SE,,,,,SE0A
40966,SE,,,,,SE0A
40967,SE,,,,,SE0A
40968,SE,,,,,SE0A
40969,SE,,,,,SE0A
40970,SE,,,,,SE0A
40971,SE,,,,,SE0A
40972,SE,,,,,SE0A
40973,SE,,,,,SE0A
40974,SE,,,,,SE0A
40975,SE,,,,,SE0A
40976,SE,,,,,SE0A
40977,SE,,,,,SE0A
40978,SE,,,,,SE0A
40979,SE,,,,,SE0A
40980,SE,,,,,SE0A
40981,SE,,,,,SE0A
40982,SE,,,,,SE0A
40983,SE,,,,,SE0A
39238,SE,,,,,SE09
39239,SE,,,,,SE09
39241,SE,,,,,SE09
39243,SE,,,,,SE09
39244,SE,,,,,SE09
39245,SE,,,,,SE09
39246,SE,,,,,SE09
39247,SE,,,,,SE09
39300,SE,,,,,SE09
39349,SE,,,,,SE09
39350,SE,,,,,SE09
39351,SE,,,,,SE09
39352,SE,,,,,SE09
39353,SE,,,,,SE09
39354,SE,,,,,SE09
39355,SE,,,,,SE09
39356,SE,,,,,SE09
39357,SE,,,,,SE09
39358,SE,,,,,SE09
39359,SE,,,,,SE09
39360,SE,,,,,SE09
39363,SE,,,,,SE09
39364,SE,,,,,SE09
39365,SE,,,,,SE09
39470,SE,,,,,SE09
39471,SE,,,,,SE09
39477,SE,,,,,SE09
39590,SE,,,,,SE09
39591,SE,,,,,SE09
39593,SE,,,,,SE09
39594,SE,,,,,SE09
39595,SE,,,,,SE09
39597,SE,,,,,SE09
39598,SE,,,,,SE09
39800,SE,,,,,SE09
39809,SE,,,,,SE09
40010,SE,,,,,SE0A
40012,SE,,,,,SE0A
40013,SE,,,,,SE0A
40014,SE,,,,,SE0A
40015,SE,,,,,SE0A
40016,SE,,,,,SE0A
40018,SE,,,,,SE0A
40020,SE,,,,,SE0A
40022,SE,,,,,SE0A
40024,SE,,,,,SE0A
40025,SE,,,,,SE0A
40031,SE,,,,,SE0A
40032,SE,,,,,SE0A
40036,SE,,,,,SE0A
40040,SE,,,,,SE0A
40043,SE,,,,,SE0A
40050,SE,,,,,SE0A
40053,SE,,,,,SE0A
40060,SE,,,,,SE0A
40070,SE,,,,,SE0A
40072,SE,,,,,SE0A
40090,SE,,,,,SE0A
40091,SE,,,,,SE0A
40092,SE,,,,,SE0A
40093,SE,,,,,SE0A
40094,SE,,,,,SE0A
40095,SE,,,,,SE0A
40096,SE,,,,,SE0A
40097,SE,,,,,SE0A
40099,SE,,,,,SE0A
40100,SE,,,,,SE0A
40110,SE,,,,,SE0A
40120,SE,,,,,SE0A
40121,SE,,,,,SE0A
40122,SE,,,,,SE0A
40123,SE,,,,,SE0A
40124,SE,,,,,SE0A
40125,SE,,,,,SE0A
40126,SE,,,,,SE0A
40127,SE,,,,,SE0A
40150,SE,,,,,SE0A
40151,SE,,,,,SE0A
40180,SE,,,,,SE0A
40182,SE,,,,,SE0A
40183,SE,,,,,SE0A
40184,SE,,,,,SE0A
40220,SE,,,,,SE0A
40221,SE,,,,,SE0A
40222,SE,,,,,SE0A
40223,SE,,,,,SE0A
40224,SE,,,,,SE0A
40225,SE,,,,,SE0A
40226,SE,,,,,SE0A
40227,SE,,,,,SE0A
40228,SE,,,,,SE0A
40229,SE,,,,,SE0A
40230,SE,,,,,SE0A
40231,SE,,,,,SE0A
40232,SE,,,,,SE0A
40233,SE,,,,,SE0A
40234,SE,,,,,SE0A
40235,SE,,,,,SE0A
40236,SE,,,,,SE0A
40240,SE,,,,,SE0A
40241,SE,,,,,SE0A
40242,SE,,,,,SE0A
40250,SE,,,,,SE0A
40251,SE,,,,,SE0A
40252,SE,,,,,SE0A
40257,SE,,,,,SE0A
40258,SE,,,,,SE0A
40259,SE,,,,,SE0A
40261,SE,,,,,SE0A
40262,SE,,,,,SE0A
40264,SE,,,,,SE0A
40271,SE,,,,,SE0A
40272,SE,,,,,SE0A
40273,SE,,,,,SE0A
40274,SE,,,,,SE0A
40275,SE,,,,,SE0A
40276,SE,,,,,SE0A
40277,SE,,,,,SE0A
40278,SE,,,,,SE0A
40310,SE,,,,,SE0A
40311,SE,,,,,SE0A
40312,SE,,,,,SE0A
40313,SE,,,,,SE0A
40314,SE,,,,,SE0A
40315,SE,,,,,SE0A
40316,SE,,,,,SE0A
40317,SE,,,,,SE0A
40320,SE,,,,,SE0A
40330,SE,,,,,SE0A
40331,SE,,,,,SE0A
40332,SE,,,,,SE0A
40336,SE,,,,,SE0A
40338,SE,,,,,SE0A
40339,SE,,,,,SE0A
40340,SE,,,,,SE0A
40401,SE,,,,,SE0A
40420,SE,,,,,SE0A
40421,SE,,,,,SE0A
40422,SE,,,,,SE0A
40423,SE,,,,,SE0A
40424,SE,,,,,SE0A
40425,SE,,,,,SE0A
40426,SE,,,,,SE0A
40427,SE,,,,,SE0A
40428,SE,,,,,SE0A
40429,SE,,,,,SE0A
40430,SE,,,,,SE0A
40439,SE,,,,,SE0A
40480,SE,,,,,SE0A
40482,SE,,,,,SE0A
40483,SE,,,,,SE0A
40484,SE,,,,,SE0A
40485,SE,,,,,SE0A
40502,SE,,,,,SE0A
40503,SE,,,,,SE0A
40504,SE,,,,,SE0A
40505,SE,,,,,SE0A
40507,SE,,,,,SE0A
40508,SE,,,,,SE0A
40509,SE,,,,,SE0A
40510,SE,,,,,SE0A
40512,SE,,,,,SE0A
40513,SE,,,,,SE0A
40514,SE,,,,,SE0A
40515,SE,,,,,SE0A
40516,SE,,,,,SE0A
40518,SE,,,,,SE0A
40519,SE,,,,,SE0A
40521,SE,,,,,SE0A
40522,SE,,,,,SE0A
40523,SE,,,,,SE0A
40524,SE,,,,,SE0A
40530,SE,,,,,SE0A
40531,SE,,,,,SE0A
40532,SE,,,,,SE0A
40533,SE,,,,,SE0A
40535,SE,,,,,SE0A
40536,SE,,,,,SE0A
40537,SE,,,,,SE0A
40538,SE,,,,,SE0A
40540,SE,,,,,SE0A
40544,SE,,,,,SE0A
40545,SE,,,,,SE0A
40570,SE,,,,,SE0A
40583,SE,,,,,SE0A
38228,SE,,,,,SE09
38230,SE,,,,,SE09
38231,SE,,,,,SE09
38232,SE,,,,,SE09
38233,SE,,,,,SE09
38234,SE,,,,,SE09
38235,SE,,,,,SE09
38236,SE,,,,,SE09
38237,SE,,,,,SE09
38238,SE,,,,,SE09
38239,SE,,,,,SE09
38240,SE,,,,,SE09
38241,SE,,,,,SE09
38242,SE,,,,,SE09
38243,SE,,,,,SE09
38244,SE,,,,,SE09
38245,SE,,,,,SE09
38246,SE,,,,,SE09
38280,SE,,,,,SE09
38290,SE,,,,,SE09
38291,SE,,,,,SE09
38292,SE,,,,,SE09
38293,SE,,,,,SE09
38294,SE,,,,,SE09
38296,SE,,,,,SE09
38297,SE,,,,,SE09
38301,SE,,,,,SE09
38320,SE,,,,,SE09
38321,SE,,,,,SE09
38322,SE,,,,,SE09
38323,SE,,,,,SE09
38324,SE,,,,,SE09
38325,SE,,,,,SE09
38330,SE,,,,,SE09
38331,SE,,,,,SE09
38332,SE,,,,,SE09
38333,SE,,,,,SE09
38334,SE,,,,,SE09
38335,SE,,,,,SE09
38336,SE,,,,,SE09
38337,SE,,,,,SE09
38338,SE,,,,,SE09
38339,SE,,,,,SE09
38391,SE,,,,,SE09
38392,SE,,,,,SE09
38402,SE,,,,,SE09
38420,SE,,,,,SE09
38421,SE,,,,,SE09
38422,SE,,,,,SE09
38430,SE,,,,,SE09
38431,SE,,,,,SE09
38440,SE,,,,,SE09
38491,SE,,,,,SE09
38492,SE,,,,,SE09
38493,SE,,,,,SE09
38502,SE,,,,,SE09
38503,SE,,,,,SE09
38520,SE,,,,,SE09
38521,SE,,,,,SE09
38522,SE,,,,,SE09
38525,SE,,,,,SE09
38530,SE,,,,,SE09
38531,SE,,,,,SE09
38532,SE,,,,,SE09
38533,SE,,,,,SE09
38534,SE,,,,,SE09
38540,SE,,,,,SE09
38541,SE,,,,,SE09
38542,SE,,,,,SE09
38550,SE,,,,,SE09
38551,SE,,,,,SE09
38590,SE,,,,,SE09
38591,SE,,,,,SE09
38592,SE,,,,,SE09
38593,SE,,,,,SE09
38594,SE,,,,,SE09
38595,SE,,,,,SE09
38596,SE,,,,,SE09
38597,SE,,,,,SE09
38598,SE,,,,,SE09
38599,SE,,,,,SE09
38601,SE,,,,,SE09
38602,SE,,,,,SE09
38620,SE,,,,,SE09
38621,SE,,,,,SE09
38622,SE,,,,,SE09
38623,SE,,,,,SE09
38630,SE,,,,,SE09
38631,SE,,,,,SE09
38632,SE,,,,,SE09
38633,SE,,,,,SE09
38634,SE,,,,,SE09
38635,SE,,,,,SE09
38650,SE,,,,,SE09
38651,SE,,,,,SE09
38660,SE,,,,,SE09
38661,SE,,,,,SE09
38662,SE,,,,,SE09
38663,SE,,,,,SE09
38664,SE,,,,,SE09
38680,SE,,,,,SE09
38690,SE,,,,,SE09
38692,SE,,,,,SE09
38693,SE,,,,,SE09
38694,SE,,,,,SE09
38695,SE,,,,,SE09
38696,SE,,,,,SE09
38701,SE,,,,,SE09
38703,SE,,,,,SE09
38704,SE,,,,,SE09
38720,SE,,,,,SE09
38721,SE,,,,,SE09
38722,SE,,,,,SE09
38723,SE,,,,,SE09
38724,SE,,,,,SE09
38731,SE,,,,,SE09
38732,SE,,,,,SE09
38733,SE,,,,,SE09
38734,SE,,,,,SE09
38735,SE,,,,,SE09
38736,SE,,,,,SE09
38737,SE,,,,,SE09
38750,SE,,,,,SE09
38752,SE,,,,,SE09
38770,SE,,,,,SE09
38771,SE,,,,,SE09
38772,SE,,,,,SE09
38773,SE,,,,,SE09
38774,SE,,,,,SE09
38775,SE,,,,,SE09
38788,SE,,,,,SE09
38790,SE,,,,,SE09
38791,SE,,,,,SE09
38792,SE,,,,,SE09
38793,SE,,,,,SE09
38794,SE,,,,,SE09
38795,SE,,,,,SE09
38796,SE,,,,,SE09
38804,SE,,,,,SE09
38820,SE,,,,,SE09
38830,SE,,,,,SE09
38831,SE,,,,,SE09
38832,SE,,,,,SE09
38840,SE,,,,,SE09
38841,SE,,,,,SE09
38850,SE,,,,,SE09
38891,SE,,,,,SE09
38892,SE,,,,,SE09
38893,SE,,,,,SE09
38894,SE,,,,,SE09
38895,SE,,,,,SE09
38896,SE,,,,,SE09
38897,SE,,,,,SE09
38898,SE,,,,,SE09
38899,SE,,,,,SE09
39002,SE,,,,,SE09
39004,SE,,,,,SE09
39006,SE,,,,,SE09
39007,SE,,,,,SE09
39008,SE,,,,,SE09
39100,SE,,,,,SE09
39120,SE,,,,,SE09
39121,SE,,,,,SE09
39122,SE,,,,,SE09
39123,SE,,,,,SE09
39125,SE,,,,,SE09
39126,SE,,,,,SE09
39127,SE,,,,,SE09
39128,SE,,,,,SE09
39129,SE,,,,,SE09
39182,SE,,,,,SE09
39183,SE,,,,,SE09
39184,SE,,,,,SE09
39185,SE,,,,,SE09
39186,SE,,,,,SE09
39187,SE,,,,,SE09
39188,SE,,,,,SE09
39230,SE,,,,,SE09
39231,SE,,,,,SE09
39232,SE,,,,,SE09
39233,SE,,,,,SE09
39234,SE,,,,,SE09
39235,SE,,,,,SE09
39236,SE,,,,,SE09
39237,SE,,,,,SE09
36294,SE,,,,,SE09
37010,SE,,,,,SE04
37011,SE,,,,,SE04
37012,SE,,,,,SE04
37017,SE,,,,,SE04-09
37022,SE,,,,,SE04
37023,SE,,,,,SE04
37024,SE,,,,,SE04
37030,SE,,,,,SE04
37033,SE,,,,,SE04
37034,SE,,,,,SE04-09
37042,SE,,,,,SE04
37043,SE,,,,,SE04
37045,SE,,,,,SE04-09
37100,SE,,,,,SE04
37101,SE,,,,,SE04
37102,SE,,,,,SE04
37104,SE,,,,,SE04
37105,SE,,,,,SE04
37106,SE,,,,,SE04
37108,SE,,,,,SE04
37110,SE,,,,,SE04
37120,SE,,,,,SE04
37121,SE,,,,,SE04
37122,SE,,,,,SE04
37123,SE,,,,,SE04
37124,SE,,,,,SE04
37125,SE,,,,,SE04
37130,SE,,,,,SE04
37131,SE,,,,,SE04
37132,SE,,,,,SE04
37133,SE,,,,,SE04
37134,SE,,,,,SE04
37135,SE,,,,,SE04
37136,SE,,,,,SE04
37137,SE,,,,,SE04
37138,SE,,,,,SE04
37139,SE,,,,,SE04
37140,SE,,,,,SE04
37141,SE,,,,,SE04
37142,SE,,,,,SE04
37143,SE,,,,,SE04
37144,SE,,,,,SE04
37145,SE,,,,,SE04
37146,SE,,,,,SE04
37147,SE,,,,,SE04
37148,SE,,,,,SE04
37149,SE,,,,,SE04
37150,SE,,,,,SE04
37151,SE,,,,,SE04
37152,SE,,,,,SE04
37153,SE,,,,,SE04
37154,SE,,,,,SE04
37155,SE,,,,,SE04
37160,SE,,,,,SE04
37161,SE,,,,,SE04
37162,SE,,,,,SE04
37163,SE,,,,,SE04
37164,SE,,,,,SE04
37165,SE,,,,,SE04
37170,SE,,,,,SE04
37175,SE,,,,,SE04
37179,SE,,,,,SE04
37180,SE,,,,,SE04
37181,SE,,,,,SE04
37182,SE,,,,,SE04
37183,SE,,,,,SE04
37184,SE,,,,,SE04
37185,SE,,,,,SE04
37186,SE,,,,,SE04
37187,SE,,,,,SE04
37188,SE,,,,,SE04
37189,SE,,,,,SE04
37191,SE,,,,,SE04
37192,SE,,,,,SE04
37193,SE,,,,,SE04
37194,SE,,,,,SE04
37200,SE,,,,,SE04
37201,SE,,,,,SE04
37202,SE,,,,,SE04
37218,SE,,,,,SE04
37219,SE,,,,,SE04
37220,SE,,,,,SE04
37221,SE,,,,,SE04
37222,SE,,,,,SE04
37225,SE,,,,,SE04
37230,SE,,,,,SE04
37231,SE,,,,,SE04
37232,SE,,,,,SE04
37233,SE,,,,,SE04
37234,SE,,,,,SE04
37235,SE,,,,,SE04
37236,SE,,,,,SE04
37237,SE,,,,,SE04
37238,SE,,,,,SE04
37239,SE,,,,,SE04
37240,SE,,,,,SE04
37250,SE,,,,,SE04
37251,SE,,,,,SE04
37252,SE,,,,,SE04
37253,SE,,,,,SE04
37273,SE,,,,,SE04
37274,SE,,,,,SE04
37275,SE,,,,,SE04
37280,SE,,,,,SE04
37281,SE,,,,,SE04
37291,SE,,,,,SE04
37292,SE,,,,,SE04
37294,SE,,,,,SE04
37295,SE,,,,,SE04
37297,SE,,,,,SE04
37300,SE,,,,,SE04
37302,SE,,,,,SE04
37320,SE,,,,,SE04
37400,SE,,,,,SE04
37401,SE,,,,,SE04
37402,SE,,,,,SE04
37418,SE,,,,,SE04
37419,SE,,,,,SE04
37420,SE,,,,,SE04
37421,SE,,,,,SE04
37422,SE,,,,,SE04
37423,SE,,,,,SE04
37424,SE,,,,,SE04
37430,SE,,,,,SE04
37431,SE,,,,,SE04
37432,SE,,,,,SE04
37433,SE,,,,,SE04
37434,SE,,,,,SE04
37435,SE,,,,,SE04
37436,SE,,,,,SE04
37437,SE,,,,,SE04
37438,SE,,,,,SE04
37439,SE,,,,,SE04
37440,SE,,,,,SE04
37441,SE,,,,,SE04
37450,SE,,,,,SE04
37451,SE,,,,,SE04
37452,SE,,,,,SE04
37453,SE,,,,,SE04
37470,SE,,,,,SE04
37480,SE,,,,,SE04
37481,SE,,,,,SE04
37482,SE,,,,,SE04
37483,SE,,,,,SE04
37491,SE,,,,,SE04
37492,SE,,,,,SE04
37493,SE,,,,,SE04
37494,SE,,,,,SE04
37495,SE,,,,,SE04
37496,SE,,,,,SE04
37520,SE,,,,,SE04
37521,SE,,,,,SE04
37522,SE,,,,,SE04
37530,SE,,,,,SE04
37531,SE,,,,,SE04
37532,SE,,,,,SE04
37533,SE,,,,,SE04
37534,SE,,,,,SE04
37585,SE,,,,,SE04
37586,SE,,,,,SE04
37590,SE,,,,,SE04
37591,SE,,,,,SE04
37620,SE,,,,,SE04
37623,SE,,,,,SE04
37635,SE,,,,,SE04
37636,SE,,,,,SE04
37637,SE,,,,,SE04
37681,SE,,,,,SE04
37682,SE,,,,,SE04
37692,SE,,,,,SE04-09
37693,SE,,,,,SE04
38040,SE,,,,,SE09
38041,SE,,,,,SE09
38042,SE,,,,,SE09
38044,SE,,,,,SE09
38052,SE,,,,,SE09
38053,SE,,,,,SE09
38201,SE,,,,,SE09
38220,SE,,,,,SE09
38221,SE,,,,,SE09
38222,SE,,,,,SE09
38223,SE,,,,,SE09
38224,SE,,,,,SE09
34235,SE,,,,,SE09
34236,SE,,,,,SE09
34250,SE,,,,,SE09
34251,SE,,,,,SE09
34252,SE,,,,,SE09
34253,SE,,,,,SE09
34260,SE,,,,,SE09
34261,SE,,,,,SE09
34262,SE,,,,,SE09
34263,SE,,,,,SE09
34264,SE,,,,,SE09
34280,SE,,,,,SE09
34290,SE,,,,,SE09
34291,SE,,,,,SE09
34292,SE,,,,,SE09
34293,SE,,,,,SE09
34294,SE,,,,,SE09
34295,SE,,,,,SE09
34301,SE,,,,,SE09
34320,SE,,,,,SE09
34321,SE,,,,,SE09
34322,SE,,,,,SE09
34323,SE,,,,,SE09
34324,SE,,,,,SE09
34330,SE,,,,,SE09
34331,SE,,,,,SE09
34332,SE,,,,,SE09
34333,SE,,,,,SE09
34334,SE,,,,,SE09
34335,SE,,,,,SE09
34336,SE,,,,,SE09
34337,SE,,,,,SE09
34371,SE,,,,,SE09
34372,SE,,,,,SE09
34373,SE,,,,,SE09
34374,SE,,,,,SE09
34375,SE,,,,,SE09
34376,SE,,,,,SE09
34381,SE,,,,,SE09
34382,SE,,,,,SE09
34390,SE,,,,,SE04-09
34391,SE,,,,,SE09
34392,SE,,,,,SE09
34393,SE,,,,,SE09
34394,SE,,,,,SE09
34395,SE,,,,,SE09
34396,SE,,,,,SE09
34397,SE,,,,,SE09
35002,SE,,,,,SE09
35003,SE,,,,,SE09
35005,SE,,,,,SE09
35007,SE,,,,,SE09
35008,SE,,,,,SE09
35033,SE,,,,,SE09
35043,SE,,,,,SE09
35053,SE,,,,,SE09
35101,SE,,,,,SE09
35103,SE,,,,,SE09
35104,SE,,,,,SE09
35105,SE,,,,,SE09
35106,SE,,,,,SE09
35108,SE,,,,,SE09
35112,SE,,,,,SE09
35115,SE,,,,,SE09
35170,SE,,,,,SE09
35180,SE,,,,,SE09
35181,SE,,,,,SE09
35182,SE,,,,,SE09
35184,SE,,,,,SE09
35185,SE,,,,,SE09
35186,SE,,,,,SE09
35187,SE,,,,,SE09
35188,SE,,,,,SE09
35189,SE,,,,,SE09
35194,SE,,,,,SE09
35195,SE,,,,,SE09
35196,SE,,,,,SE09
35197,SE,,,,,SE09
35230,SE,,,,,SE09
35231,SE,,,,,SE09
35232,SE,,,,,SE09
35233,SE,,,,,SE09
35234,SE,,,,,SE09
35235,SE,,,,,SE09
35236,SE,,,,,SE09
35237,SE,,,,,SE09
35238,SE,,,,,SE09
35239,SE,,,,,SE09
35240,SE,,,,,SE09
35241,SE,,,,,SE09
35242,SE,,,,,SE09
35243,SE,,,,,SE09
35244,SE,,,,,SE09
35245,SE,,,,,SE09
35246,SE,,,,,SE09
35247,SE,,,,,SE09
35248,SE,,,,,SE09
35249,SE,,,,,SE09
